cityname,distance,Artscultureandentertainment_cityA,Artscultureandentertainment_cityB,Artscultureandentertainment_interaction,Lifestyleandleisure_cityA,Lifestyleandleisure_cityB,Lifestyleandleisure_interaction,Sport_cityA,Sport_cityB,Sport_interaction,Environment_cityA,Environment_cityB,Environment_interaction,Economybusinessandfinance_cityA,Economybusinessandfinance_cityB,Economybusinessandfinance_interaction,Society_cityA,Society_cityB,Society_interaction,Crimelawandjustice_cityA,Crimelawandjustice_cityB,Crimelawandjustice_interaction,Scienceandtechnology_cityA,Scienceandtechnology_cityB,Scienceandtechnology_interaction,Politics_cityA,Politics_cityB,Politics_interaction,Disasteraccidentandemergencyincident_cityA,Disasteraccidentandemergencyincident_cityB,Disasteraccidentandemergencyincident_interaction,Health_cityA,Health_cityB,Health_interaction,Conflictswarandpeace_cityA,Conflictswarandpeace_cityB,Conflictswarandpeace_interaction,Education_cityA,Education_cityB,Education_interaction,Humaninterest_cityA,Humaninterest_cityB,Humaninterest_interaction,Weather_cityA,Weather_cityB,Weather_interaction,Religionandbelief_cityA,Religionandbelief_cityB,Religionandbelief_interaction,Labor_cityA,Labor_cityB,Labor_interaction,total_cityA,total_cityB,total_interaction
Las Vegas-Chula Vista,431592.5382,2046,3,0,630,1,0,1254,17,6,107,2,0,626,4,0,262,1,0,350,2,0,718,0,0,418,0,0,39,0,0,65,0,0,87,0,0,42,2,0,207,0,0,675,0,0,55,0,0,65,0,0,5647,26,6
Las Vegas-Jersey City,3582702.764,2046,33,0,630,10,1,1254,8,1,107,1,0,626,11,0,262,10,0,350,12,0,718,5,1,418,27,1,39,9,0,65,3,0,87,2,0,42,2,0,207,0,0,675,2,0,55,12,0,65,0,0,5647,103,3
Las Vegas-Chandler,438894.2283,2046,939,13,630,121,1,1254,486,9,107,32,0,626,138,2,262,64,1,350,114,1,718,77,1,418,36,1,39,2,0,65,16,0,87,76,0,42,41,1,207,53,0,675,9,0,55,9,0,65,24,0,5647,1916,25
Las Vegas-Fort Wayne,2651887.438,2046,10,0,630,1,0,1254,5,0,107,1,0,626,5,0,262,3,0,350,2,0,718,1,0,418,8,0,39,1,0,65,2,0,87,2,0,42,2,0,207,1,0,675,0,0,55,3,0,65,0,0,5647,31,0
Las Vegas-Buffalo,3175760.625,2046,839,15,630,598,10,1254,470,25,107,160,2,626,90,1,262,74,1,350,79,4,718,94,0,418,77,0,39,36,0,65,37,0,87,43,0,42,45,0,207,82,1,675,26,2,55,24,0,65,12,0,5647,2291,52
Las Vegas-Durham,3241198.129,2046,998,3,630,657,6,1254,2450,4,107,279,1,626,495,1,262,613,1,350,562,2,718,182,0,418,111,0,39,64,0,65,303,0,87,150,0,42,1062,1,207,39,0,675,193,0,55,257,0,65,474,0,5647,7390,13
Las Vegas-St Petersburg,3191227.852,2046,1122,8,630,242,5,1254,1014,8,107,106,0,626,309,2,262,85,1,350,140,2,718,81,2,418,418,1,39,19,0,65,21,0,87,597,0,42,56,0,207,43,1,675,10,1,55,72,2,65,35,0,5647,3462,26
Las Vegas-Irvine,367792.2918,2046,918,11,630,153,3,1254,467,4,107,59,1,626,98,4,262,111,0,350,159,0,718,107,2,418,86,1,39,21,1,65,46,0,87,43,0,42,72,0,207,86,1,675,4,0,55,25,0,65,169,1,5647,2051,22
Las Vegas-Laredo,1762014.455,2046,14,1,630,6,1,1254,5,0,107,4,0,626,0,0,262,20,0,350,32,0,718,2,0,418,18,0,39,1,0,65,0,0,87,5,0,42,1,0,207,0,0,675,0,0,55,1,0,65,0,0,5647,86,2
Las Vegas-Lubbock,1245985.998,2046,110,0,630,13,0,1254,4,0,107,6,0,626,4,0,262,7,0,350,41,0,718,11,0,418,9,0,39,3,0,65,7,0,87,3,0,42,3,0,207,17,0,675,0,0,55,0,0,65,10,0,5647,196,0
Las Vegas-Madison,2571172.962,2046,892,31,630,183,7,1254,795,102,107,53,0,626,149,2,262,107,3,350,134,2,718,205,2,418,231,2,39,15,0,65,61,1,87,55,0,42,55,0,207,65,0,675,146,77,55,52,1,65,19,0,5647,2456,138
Las Vegas-Gilbert,438400.8681,2046,1948,13,630,401,3,1254,804,13,107,150,0,626,281,1,262,231,0,350,191,1,718,164,1,418,143,0,39,35,0,65,106,0,87,148,0,42,471,0,207,109,2,675,24,2,55,128,0,65,193,0,5647,4416,31
Las Vegas-Norfolk,3452910.653,2046,1608,9,630,1482,7,1254,385,5,107,780,0,626,488,2,262,593,2,350,465,0,718,185,1,418,126,1,39,98,0,65,295,0,87,182,1,42,461,2,207,126,1,675,160,2,55,90,0,65,413,0,5647,6146,24
Las Vegas-Reno,555424.8258,2046,198,17,630,48,6,1254,29,4,107,9,1,626,25,3,262,22,6,350,30,2,718,19,3,418,68,24,39,7,1,65,4,0,87,16,0,42,4,1,207,8,1,675,8,5,55,3,0,65,2,1,5647,406,57
Las Vegas-Winston Salem,3120052.798,2046,19,1,630,4,0,1254,10,1,107,0,0,626,4,0,262,5,0,350,5,0,718,1,0,418,9,0,39,0,0,65,4,0,87,0,0,42,2,0,207,0,0,675,0,0,55,3,0,65,0,0,5647,49,2
Las Vegas-Glendale,362350.8339,2046,35,1,630,20,1,1254,42,3,107,2,0,626,14,0,262,7,1,350,20,0,718,10,0,418,6,1,39,4,1,65,3,0,87,1,0,42,5,0,207,8,0,675,2,0,55,2,0,65,1,0,5647,130,6
Las Vegas-Hialeah,3496373.001,2046,4,0,630,3,0,1254,1,0,107,0,0,626,0,0,262,2,0,350,5,0,718,0,0,418,5,0,39,0,0,65,0,0,87,1,0,42,0,0,207,0,0,675,0,0,55,2,0,65,0,0,5647,17,0
Las Vegas-Garland,1731903.82,2046,918,15,630,181,1,1254,74,1,107,20,0,626,34,0,262,36,0,350,52,1,718,47,0,418,28,1,39,1,0,65,16,1,87,20,0,42,11,0,207,104,1,675,3,1,55,31,0,65,26,0,5647,1299,17
Las Vegas-Scottsdale,418225.2374,2046,25,2,630,17,1,1254,18,2,107,8,0,626,3,0,262,3,0,350,13,0,718,9,1,418,14,0,39,0,0,65,6,0,87,2,0,42,0,0,207,3,0,675,1,0,55,1,0,65,1,0,5647,92,5
Las Vegas-Irving,1707547.319,2046,807,10,630,99,1,1254,220,4,107,18,0,626,109,1,262,43,0,350,102,1,718,60,0,418,103,1,39,4,0,65,28,0,87,34,0,42,59,0,207,51,0,675,4,0,55,160,0,65,31,0,5647,1552,15
Las Vegas-Chesapeake,3454477.909,2046,31,0,630,22,1,1254,13,1,107,44,0,626,29,0,262,3,0,350,3,0,718,4,0,418,20,0,39,6,0,65,2,0,87,5,0,42,2,0,207,3,0,675,3,0,55,5,0,65,0,0,5647,142,2
Las Vegas-North Las Vegas,3793.088567,2046,1,1,630,2,2,1254,0,0,107,1,1,626,1,1,262,1,1,350,0,0,718,0,0,418,1,1,39,1,1,65,0,0,87,0,0,42,0,0,207,0,0,675,0,0,55,0,0,65,0,0,5647,5,5
Las Vegas-Fremont,628840.6338,2046,22,5,630,24,14,1254,32,1,107,3,1,626,20,1,262,10,0,350,10,0,718,14,3,418,6,0,39,1,0,65,0,0,87,2,1,42,2,0,207,1,0,675,0,0,55,1,0,65,0,0,5647,112,21
Las Vegas-Baton Rouge,2314522.982,2046,53,1,630,7,0,1254,11,1,107,7,0,626,4,0,262,14,0,350,24,1,718,3,0,418,24,1,39,32,0,65,3,0,87,2,0,42,5,1,207,3,0,675,2,1,55,2,0,65,1,0,5647,160,4
Las Vegas-Richmond,669643.5511,2046,1030,7,630,588,1,1254,576,6,107,182,0,626,339,1,262,455,3,350,258,3,718,145,0,418,199,2,39,27,0,65,169,1,87,78,0,42,334,0,207,54,0,675,56,1,55,69,0,65,430,0,5647,3857,19
Las Vegas-Boise,834236.5214,2046,28,1,630,10,1,1254,24,3,107,6,0,626,12,0,262,8,1,350,16,1,718,7,1,418,11,0,39,5,0,65,0,0,87,5,0,42,3,0,207,5,0,675,2,0,55,1,0,65,0,0,5647,103,5
Las Vegas-San Bernardino,301596.3415,2046,26,1,630,13,1,1254,1,1,107,8,0,626,18,0,262,11,1,350,95,3,718,19,1,418,118,16,39,18,1,65,5,1,87,32,0,42,2,0,207,4,1,675,3,1,55,52,1,65,1,0,5647,286,22
Las Vegas-Spokane,1292717.727,2046,55,0,630,5,0,1254,10,0,107,10,0,626,2,0,262,29,0,350,14,0,718,5,0,418,6,0,39,2,0,65,1,0,87,5,0,42,2,0,207,9,0,675,0,0,55,4,0,65,1,0,5647,127,0
Las Vegas-Birmingham,2596375.03,2046,79,0,630,7,0,1254,9,0,107,1,0,626,17,0,262,39,0,350,49,0,718,5,0,418,46,0,39,2,0,65,10,0,87,7,0,42,2,0,207,1,0,675,2,0,55,10,0,65,6,0,5647,211,3
Baltimore-Louisville,801808.2305,1095,128,5,131,26,1,748,183,7,43,16,0,152,26,2,213,23,1,451,28,0,154,17,1,193,53,0,46,6,1,119,17,1,78,5,0,57,13,1,46,8,0,36,7,0,32,18,0,25,2,0,2903,443,14
Baltimore-Milwaukee,1033286.335,1095,170,4,131,38,0,748,279,54,43,21,0,152,63,2,213,35,3,451,75,6,154,26,0,193,139,2,46,5,0,119,9,0,78,11,0,57,16,1,46,5,0,36,3,0,32,27,0,25,2,0,2903,762,71
Baltimore-Albuquerque,2688074.618,1095,169,1,131,42,1,748,39,1,43,28,0,152,22,0,213,18,0,451,44,3,154,26,1,193,37,0,46,15,0,119,12,0,78,12,0,57,3,0,46,8,0,36,7,0,32,6,0,25,2,0,2903,377,6
Baltimore-Tucson,3177576.391,1095,95,2,131,37,3,748,119,0,43,19,0,152,15,0,213,42,1,451,180,4,154,44,2,193,140,1,46,4,0,119,13,1,78,21,0,57,9,0,46,8,0,36,2,0,32,21,0,25,0,0,2903,571,11
Baltimore-Fresno,3759815.35,1095,32,0,131,15,0,748,8,1,43,21,1,152,14,0,213,17,0,451,20,0,154,5,0,193,6,0,46,15,0,119,4,0,78,7,0,57,3,0,46,2,0,36,0,0,32,3,0,25,1,0,2903,120,2
Baltimore-Sacramento,3846458.824,1095,129,2,131,51,0,748,185,4,43,71,0,152,103,4,213,59,0,451,95,4,154,31,1,193,105,1,46,42,0,119,20,0,78,24,1,57,11,0,46,10,0,36,8,0,32,15,0,25,4,0,2903,711,12
Baltimore-Kansas City,1551615.125,1095,271,7,131,52,6,748,855,220,43,18,1,152,89,3,213,50,5,451,81,6,154,30,0,193,80,3,46,4,0,119,17,1,78,17,0,57,14,0,46,7,0,36,8,0,32,25,0,25,1,0,2903,1469,254
Baltimore-Long Beach,3736631.807,1095,132,2,131,95,0,748,41,0,43,22,0,152,30,1,213,16,1,451,28,1,154,27,0,193,21,0,46,17,2,119,9,1,78,13,1,57,3,0,46,7,0,36,4,2,32,5,0,25,1,0,2903,354,6
Baltimore-Mesa,3203510.041,1095,49,0,131,56,0,748,18,0,43,31,0,152,9,0,213,6,0,451,10,0,154,18,0,193,23,1,46,7,0,119,2,0,78,7,0,57,2,0,46,5,0,36,3,0,32,5,0,25,0,0,2903,199,1
Baltimore-Atlanta,929071.8155,1095,960,18,131,191,6,748,1354,234,43,92,4,152,340,5,213,248,8,451,293,18,154,187,3,193,253,4,46,46,4,119,184,3,78,86,3,57,83,2,46,79,0,36,51,4,32,71,0,25,17,0,2903,3613,314
Baltimore-Colorado Springs,2428873.878,1095,22,0,131,6,0,748,20,2,43,8,0,152,7,0,213,12,0,451,50,0,154,13,0,193,51,0,46,21,0,119,14,1,78,13,0,57,5,0,46,1,0,36,3,0,32,17,0,25,0,0,2903,191,3
Baltimore-Virginia Beach,276967.8998,1095,25,0,131,4,0,748,9,0,43,2,0,152,2,0,213,0,0,451,8,0,154,0,0,193,16,0,46,7,0,119,0,0,78,4,0,57,0,0,46,3,0,36,0,0,32,1,0,25,0,0,2903,64,0
Baltimore-Raleigh,429762.701,1095,275,3,131,143,2,748,171,1,43,25,0,152,55,0,213,55,0,451,42,1,154,30,0,193,52,0,46,7,2,119,10,1,78,15,0,57,43,0,46,7,0,36,8,2,32,14,0,25,6,0,2903,750,7
Baltimore-Omaha,1657445.68,1095,162,3,131,43,0,748,40,2,43,17,0,152,173,0,213,21,1,451,34,7,154,21,0,193,45,0,46,2,0,119,15,1,78,36,0,57,9,0,46,8,0,36,5,0,32,6,0,25,5,0,2903,497,13
Baltimore-Miami,1542648.274,1095,1846,40,131,620,8,748,2090,222,43,154,1,152,475,12,213,210,12,451,542,8,154,302,2,193,544,8,46,117,1,119,92,2,78,195,3,57,55,1,46,122,0,36,57,1,32,61,2,25,39,0,2903,6138,305
Baltimore-Oakland,3935972.999,1095,238,5,131,49,0,748,588,207,43,75,1,152,115,3,213,108,6,451,189,12,154,89,0,193,63,3,46,18,0,119,30,2,78,123,5,57,20,2,46,33,0,36,7,0,32,22,2,25,4,0,2903,1421,246
Baltimore-Minneapolis,1509744.1,1095,407,7,131,64,2,748,60,4,43,51,1,152,117,3,213,57,1,451,98,7,154,61,1,193,135,0,46,29,1,119,32,1,78,55,3,57,14,0,46,37,0,36,13,2,32,36,0,25,5,0,2903,961,22
Baltimore-Tulsa,1738265.89,1095,102,3,131,14,0,748,37,0,43,4,0,152,14,0,213,8,0,451,38,2,154,6,0,193,9,0,46,8,1,119,6,0,78,3,0,57,7,0,46,1,0,36,3,1,32,6,0,25,1,0,2903,221,7
Baltimore-Wichita,1810505.225,1095,237,6,131,22,0,748,107,1,43,14,0,152,9,0,213,9,0,451,41,0,154,14,0,193,22,0,46,3,0,119,15,0,78,5,0,57,4,0,46,4,0,36,2,0,32,3,0,25,1,0,2903,453,8
Baltimore-New Orleans,1609554.325,1095,1602,51,131,280,2,748,633,196,43,300,2,152,204,8,213,199,9,451,271,13,154,104,4,193,347,12,46,408,4,119,76,1,78,59,2,57,60,4,46,83,1,36,15,0,32,61,1,25,18,0,2903,3777,297
Baltimore-Arlington,1978930.753,1095,126,1,131,55,2,748,148,17,43,21,0,152,47,0,213,38,0,451,46,1,154,27,1,193,92,1,46,8,0,119,7,0,78,81,1,57,12,0,46,17,1,36,4,0,32,19,0,25,13,0,2903,562,21
Baltimore-Cleveland,864363.2478,1095,654,19,131,169,5,748,854,216,43,61,1,152,265,2,213,272,10,451,479,40,154,89,0,193,255,6,46,13,0,119,91,0,78,44,1,57,84,1,46,39,1,36,46,2,32,33,1,25,94,0,2903,2871,290
Baltimore-Bakersfield,3744480.192,1095,35,2,131,6,1,748,4,0,43,17,0,152,9,0,213,2,0,451,17,0,154,10,1,193,10,0,46,4,0,119,3,0,78,3,0,57,4,0,46,2,0,36,0,0,32,5,0,25,0,0,2903,101,2
Baltimore-Tampa,1372867.14,1095,124,2,131,39,2,748,678,203,43,30,0,152,134,5,213,57,1,451,96,5,154,33,3,193,383,3,46,24,1,119,18,0,78,76,2,57,10,0,46,9,0,36,9,0,32,18,0,25,5,0,2903,1453,231
Baltimore-Aurora,1027188.622,1095,528,1,131,241,2,748,47,0,43,129,0,152,67,0,213,57,0,451,217,2,154,155,0,193,78,0,46,19,0,119,25,0,78,33,0,57,42,0,46,33,0,36,30,0,32,16,0,25,5,0,2903,1337,4
Baltimore-Anaheim,3709945.132,1095,45,0,131,11,1,748,152,23,43,4,1,152,9,1,213,1,0,451,12,3,154,18,1,193,6,0,46,6,0,119,5,1,78,1,0,57,2,0,46,6,0,36,5,0,32,11,0,25,0,0,2903,251,28
Baltimore-Santa Ana,3709619.272,1095,25,0,131,25,0,748,4,0,43,13,0,152,9,0,213,11,0,451,22,0,154,4,0,193,6,0,46,29,0,119,2,0,78,2,0,57,2,0,46,6,0,36,4,0,32,3,0,25,0,0,2903,123,0
Baltimore-Corpus Christi,2304964.814,1095,127,0,131,18,0,748,20,0,43,13,0,152,17,0,213,15,0,451,59,0,154,13,0,193,29,0,46,12,0,119,6,0,78,13,0,57,121,0,46,4,0,36,0,0,32,38,0,25,30,0,2903,362,0
Baltimore-Riverside,3660564.176,1095,712,5,131,932,2,748,1203,4,43,196,1,152,181,1,213,279,1,451,133,0,154,46,0,193,69,1,46,101,0,119,27,0,78,72,0,57,128,1,46,27,0,36,59,0,32,33,0,25,112,0,2903,3681,12
Baltimore-St Louis,1177342.043,1095,499,12,131,109,5,748,760,204,43,58,2,152,182,5,213,153,12,451,412,21,154,68,2,193,179,7,46,38,2,119,60,1,78,65,2,57,44,0,46,19,1,36,10,0,32,52,0,25,0,0,2903,2223,268
Baltimore-Lexington,699644.8045,1095,178,3,131,81,3,748,52,1,43,8,0,152,38,1,213,17,1,451,26,1,154,9,0,193,54,2,46,13,0,119,5,1,78,32,0,57,11,0,46,0,0,36,4,0,32,10,0,25,7,0,2903,460,12
Baltimore-Stockton,3848567.469,1095,197,0,131,105,0,748,114,1,43,32,0,152,136,1,213,115,0,451,53,0,154,23,0,193,30,1,46,7,0,119,30,0,78,17,0,57,102,0,46,7,0,36,26,0,32,6,0,25,140,0,2903,907,2
Baltimore-Pittsburgh,316170.675,1095,439,11,131,63,3,748,709,239,43,84,2,152,228,2,213,78,5,451,110,12,154,130,1,193,194,1,46,9,3,119,84,3,78,44,1,57,47,2,46,27,0,36,15,2,32,34,0,25,29,0,2903,1876,291
Baltimore-Saint Paul,1495837.841,1095,51,0,131,31,0,748,6,0,43,3,0,152,6,0,213,8,1,451,3,0,154,3,0,193,9,1,46,1,0,119,0,0,78,4,0,57,0,0,46,1,0,36,0,0,32,31,0,25,4,0,2903,120,1
Baltimore-Cincinnati,681623.7426,1095,235,9,131,46,1,748,770,209,43,34,0,152,49,1,213,33,4,451,78,8,154,52,0,193,100,1,46,9,0,119,33,2,78,9,0,57,19,0,46,30,0,36,10,0,32,22,0,25,3,0,2903,1330,244
Baltimore-Henderson,3375096.955,1095,819,6,131,461,1,748,3133,15,43,125,1,152,487,2,213,238,5,451,133,8,154,106,0,193,107,2,46,15,0,119,87,1,78,55,0,57,124,0,46,84,0,36,36,0,32,35,0,25,133,0,2903,5780,32
Baltimore-Greensboro,454664.5346,1095,12,1,131,3,1,748,12,0,43,4,0,152,8,0,213,13,0,451,22,1,154,8,0,193,27,0,46,0,0,119,0,0,78,0,0,57,2,0,46,0,0,36,0,0,32,4,0,25,0,0,2903,78,2
Baltimore-Plano,1930454.03,1095,5,0,131,10,0,748,10,0,43,4,0,152,2,0,213,8,0,451,5,0,154,8,0,193,5,0,46,3,0,119,4,0,78,1,0,57,0,0,46,1,0,36,0,0,32,7,0,25,0,0,2903,51,0
Baltimore-Newark,3925525.199,1095,230,5,131,121,2,748,69,3,43,34,0,152,178,2,213,90,3,451,132,5,154,47,0,193,131,1,46,32,2,119,44,0,78,59,1,57,91,0,46,20,0,36,50,3,32,21,0,25,162,0,2903,1101,20
Baltimore-Toledo,644297.787,1095,122,2,131,50,1,748,71,2,43,24,0,152,42,0,213,15,0,451,20,0,154,13,0,193,109,1,46,2,0,119,5,0,78,16,0,57,7,0,46,2,0,36,3,0,32,20,0,25,1,0,2903,409,4
Baltimore-Lincoln,3820433.649,1095,2093,24,131,538,5,748,840,11,43,128,0,152,280,0,213,353,3,451,253,3,154,214,0,193,912,16,46,39,0,119,79,1,78,207,2,57,408,2,46,363,1,36,54,1,32,246,0,25,228,0,2903,5632,54
Baltimore-Orlando,1274817.589,1095,1079,9,131,273,5,748,755,19,43,80,1,152,173,6,213,99,3,451,249,2,154,93,2,193,191,2,46,27,0,119,39,1,78,63,0,57,41,0,46,134,1,36,23,0,32,58,0,25,12,0,2903,2731,37
Baltimore-Chula Vista,3689217.398,1095,3,0,131,1,0,748,17,0,43,2,0,152,4,0,213,1,0,451,2,0,154,0,0,193,0,0,46,0,0,119,0,0,78,0,0,57,2,0,46,0,0,36,0,0,32,0,0,25,0,0,2903,26,0
Baltimore-Jersey City,268900.8552,1095,33,0,131,10,0,748,8,0,43,1,1,152,11,0,213,10,0,451,12,1,154,5,0,193,27,0,46,9,0,119,3,0,78,2,0,57,2,0,46,0,0,36,2,0,32,12,0,25,0,0,2903,103,2
Baltimore-Chandler,3208917.815,1095,939,8,131,121,0,748,486,13,43,32,0,152,138,2,213,64,0,451,114,1,154,77,0,193,36,0,46,2,0,119,16,0,78,76,0,57,41,0,46,53,0,36,9,0,32,9,0,25,24,0,2903,1916,24
Baltimore-Fort Wayne,751674.1988,1095,10,0,131,1,0,748,5,0,43,1,0,152,5,0,213,3,0,451,2,0,154,1,0,193,8,0,46,1,0,119,2,0,78,2,0,57,2,0,46,1,0,36,0,0,32,3,0,25,0,0,2903,31,0
Baltimore-Buffalo,443125.0817,1095,839,14,131,598,2,748,470,138,43,160,0,152,90,1,213,74,2,451,79,1,154,94,0,193,77,0,46,36,1,119,37,1,78,43,0,57,45,0,46,82,1,36,26,1,32,24,0,25,12,0,2903,2291,172
Baltimore-Durham,418613.3344,1095,998,5,131,657,1,748,2450,2,43,279,0,152,495,0,213,613,2,451,562,3,154,182,2,193,111,0,46,64,1,119,303,1,78,150,0,57,1062,2,46,39,0,36,193,1,32,257,1,25,474,0,2903,7390,16
Baltimore-St Petersburg,1397897.645,1095,1122,5,131,242,3,748,1014,3,43,106,0,152,309,0,213,85,1,451,140,1,154,81,1,193,418,1,46,19,0,119,21,0,78,597,0,57,56,0,46,43,0,36,10,0,32,72,0,25,35,0,2903,3462,13
Baltimore-Irvine,3705873.248,1095,918,7,131,153,0,748,467,2,43,59,0,152,98,0,213,111,0,451,159,0,154,107,0,193,86,0,46,21,0,119,46,0,78,43,0,57,72,1,46,86,2,36,4,0,32,25,1,25,169,0,2903,2051,9
Baltimore-Laredo,2484807.473,1095,14,0,131,6,0,748,5,0,43,4,0,152,0,0,213,20,0,451,32,0,154,2,0,193,18,0,46,1,0,119,0,0,78,5,0,57,1,0,46,0,0,36,0,0,32,1,0,25,0,0,2903,86,0
Baltimore-Lubbock,2339850.876,1095,110,1,131,13,1,748,4,0,43,6,0,152,4,0,213,7,1,451,41,0,154,11,0,193,9,0,46,3,0,119,7,0,78,3,0,57,3,0,46,17,0,36,0,0,32,0,0,25,10,0,2903,196,2
Baltimore-Madison,1035097.152,1095,892,16,131,183,4,748,795,19,43,53,1,152,149,4,213,107,2,451,134,7,154,205,0,193,231,3,46,15,0,119,61,0,78,55,1,57,55,2,46,65,0,36,146,0,32,52,0,25,19,0,2903,2456,45
Baltimore-Gilbert,3202460.376,1095,1948,11,131,401,2,748,804,5,43,150,0,152,281,0,213,231,2,451,191,1,154,164,0,193,143,1,46,35,0,119,106,4,78,148,4,57,471,1,46,109,1,36,24,0,32,128,0,25,193,1,2903,4416,23
Baltimore-Norfolk,273077.6604,1095,1608,6,131,1482,5,748,385,2,43,780,1,152,488,0,213,593,1,451,465,3,154,185,0,193,126,0,46,98,2,119,295,0,78,182,0,57,461,2,46,126,0,36,160,0,32,90,0,25,413,1,2903,6146,19
Baltimore-Reno,3679168.196,1095,198,3,131,48,0,748,29,0,43,9,1,152,25,0,213,22,0,451,30,1,154,19,0,193,68,1,46,7,0,119,4,1,78,16,0,57,4,0,46,8,0,36,8,0,32,3,0,25,2,0,2903,406,5
Baltimore-Winston Salem,477921.8763,1095,19,0,131,4,0,748,10,0,43,0,0,152,4,0,213,5,0,451,5,0,154,1,0,193,9,0,46,0,0,119,4,0,78,0,0,57,2,0,46,0,0,36,0,0,32,3,0,25,0,0,2903,49,0
Baltimore-Glendale,3726733.332,1095,35,1,131,20,1,748,42,6,43,2,0,152,14,0,213,7,0,451,20,1,154,10,0,193,6,0,46,4,0,119,3,0,78,1,0,57,5,0,46,8,1,36,2,0,32,2,0,25,1,0,2903,130,8
Baltimore-Hialeah,1533968.179,1095,4,1,131,3,0,748,1,0,43,0,0,152,0,0,213,2,0,451,5,0,154,0,0,193,5,0,46,0,0,119,0,0,78,1,0,57,0,0,46,0,0,36,0,0,32,2,0,25,0,0,2903,17,1
Baltimore-Garland,1930897.334,1095,918,3,131,181,1,748,74,0,43,20,0,152,34,0,213,36,1,451,52,2,154,47,0,193,28,0,46,1,0,119,16,0,78,20,2,57,11,0,46,104,1,36,3,0,32,31,0,25,26,0,2903,1299,6
Baltimore-Scottsdale,3208373.238,1095,25,2,131,17,1,748,18,1,43,8,0,152,3,0,213,3,0,451,13,0,154,9,0,193,14,1,46,0,0,119,6,0,78,2,0,57,0,0,46,3,0,36,1,0,32,1,0,25,1,0,2903,92,3
Baltimore-Irving,1961691.595,1095,807,4,131,99,0,748,220,4,43,18,0,152,109,0,213,43,0,451,102,0,154,60,0,193,103,0,46,4,0,119,28,0,78,34,0,57,59,0,46,51,0,36,4,0,32,160,0,25,31,0,2903,1552,8
Baltimore-Chesapeake,282206.5687,1095,31,4,131,22,4,748,13,2,43,44,0,152,29,1,213,3,0,451,3,0,154,4,1,193,20,2,46,6,1,119,2,0,78,5,1,57,2,0,46,3,0,36,3,0,32,5,1,25,0,0,2903,142,14
Baltimore-North Las Vegas,3381311.215,1095,1,0,131,2,0,748,0,0,43,1,0,152,1,0,213,1,0,451,0,0,154,0,0,193,1,0,46,1,0,119,0,0,78,0,0,57,0,0,46,0,0,36,0,0,32,0,0,25,0,0,2903,5,0
Baltimore-Fremont,3920555.373,1095,22,0,131,24,0,748,32,0,43,3,0,152,20,0,213,10,0,451,10,2,154,14,0,193,6,0,46,1,0,119,0,0,78,2,0,57,2,0,46,1,0,36,0,0,32,1,0,25,0,0,2903,112,2
Baltimore-Baton Rouge,1647852.306,1095,53,2,131,7,0,748,11,2,43,7,0,152,4,0,213,14,0,451,24,1,154,3,0,193,24,0,46,32,0,119,3,0,78,2,0,57,5,1,46,3,0,36,2,0,32,2,0,25,1,0,2903,160,5
Baltimore-Richmond,3938170.521,1095,1030,7,131,588,2,748,576,4,43,182,0,152,339,1,213,455,3,451,258,1,154,145,1,193,199,2,46,27,1,119,169,0,78,78,0,57,334,1,46,54,0,36,56,1,32,69,0,25,430,0,2903,3857,19
Baltimore-Boise,3307207.522,1095,28,0,131,10,0,748,24,5,43,6,0,152,12,0,213,8,0,451,16,0,154,7,0,193,11,0,46,5,0,119,0,0,78,5,0,57,3,0,46,5,0,36,2,0,32,1,0,25,0,0,2903,103,5
Baltimore-San Bernardino,3645158.789,1095,26,1,131,13,0,748,1,0,43,8,0,152,18,0,213,11,1,451,95,3,154,19,0,193,118,1,46,18,0,119,5,0,78,32,1,57,2,0,46,4,0,36,3,0,32,52,0,25,1,0,2903,286,6
Baltimore-Spokane,3383087.723,1095,55,0,131,5,0,748,10,0,43,10,0,152,2,0,213,29,0,451,14,0,154,5,0,193,6,0,46,2,0,119,1,0,78,5,0,57,2,0,46,9,0,36,0,0,32,4,0,25,1,0,2903,127,0
Baltimore-Birmingham,1115099.624,1095,79,0,131,7,0,748,9,0,43,1,0,152,17,0,213,39,0,451,49,0,154,5,0,193,46,0,46,2,0,119,10,0,78,7,0,57,2,0,46,1,0,36,2,0,32,10,0,25,6,0,2903,211,4
Louisville-Milwaukee,562788.6905,128,170,3,26,38,0,183,279,6,16,21,0,26,63,1,23,35,0,28,75,0,17,26,0,53,139,1,6,5,0,17,9,0,5,11,0,13,16,0,8,5,0,7,3,0,18,27,1,2,2,0,443,762,10
Louisville-Albuquerque,1890271.503,128,169,2,26,42,0,183,39,0,16,28,0,26,22,0,23,18,0,28,44,0,17,26,0,53,37,1,6,15,0,17,12,0,5,12,0,13,3,0,8,8,0,7,7,0,18,6,0,2,2,0,443,377,3
Louisville-Tucson,2376296.019,128,95,2,26,37,1,183,119,3,16,19,1,26,15,0,23,42,0,28,180,0,17,44,0,53,140,1,6,4,0,17,13,0,5,21,0,13,9,0,8,8,1,7,2,0,18,21,0,2,0,0,443,571,6
Louisville-Fresno,2991761.623,128,32,0,26,15,0,183,8,1,16,21,0,26,14,0,23,17,0,28,20,0,17,5,0,53,6,0,6,15,0,17,4,0,5,7,0,13,3,0,8,2,0,7,0,0,18,3,0,2,1,0,443,120,1
