cityname,distance,Artscultureandentertainment_cityA,Artscultureandentertainment_cityB,Artscultureandentertainment_interaction,Lifestyleandleisure_cityA,Lifestyleandleisure_cityB,Lifestyleandleisure_interaction,Sport_cityA,Sport_cityB,Sport_interaction,Environment_cityA,Environment_cityB,Environment_interaction,Economybusinessandfinance_cityA,Economybusinessandfinance_cityB,Economybusinessandfinance_interaction,Society_cityA,Society_cityB,Society_interaction,Crimelawandjustice_cityA,Crimelawandjustice_cityB,Crimelawandjustice_interaction,Scienceandtechnology_cityA,Scienceandtechnology_cityB,Scienceandtechnology_interaction,Politics_cityA,Politics_cityB,Politics_interaction,Disasteraccidentandemergencyincident_cityA,Disasteraccidentandemergencyincident_cityB,Disasteraccidentandemergencyincident_interaction,Health_cityA,Health_cityB,Health_interaction,Conflictswarandpeace_cityA,Conflictswarandpeace_cityB,Conflictswarandpeace_interaction,Education_cityA,Education_cityB,Education_interaction,Humaninterest_cityA,Humaninterest_cityB,Humaninterest_interaction,Weather_cityA,Weather_cityB,Weather_interaction,Religionandbelief_cityA,Religionandbelief_cityB,Religionandbelief_interaction,Labor_cityA,Labor_cityB,Labor_interaction,total_cityA,total_cityB,total_interaction
Oklahoma City-Virginia Beach,1937809.928,76,25,0,16,4,0,272,9,2,18,2,0,22,2,0,26,0,0,117,8,0,13,0,0,54,16,0,21,7,0,9,0,0,38,4,0,3,0,0,4,3,0,6,0,0,24,1,0,0,0,0,588,64,2
Oklahoma City-Raleigh,1705950.738,76,275,0,16,143,0,272,171,0,18,25,0,22,55,0,26,55,0,117,42,0,13,30,0,54,52,0,21,7,0,9,10,0,38,15,0,3,43,0,4,7,0,6,8,0,24,14,0,0,6,0,588,750,0
Oklahoma City-Omaha,657427.066,76,162,0,16,43,0,272,40,0,18,17,0,22,173,0,26,21,0,117,34,0,13,21,0,54,45,0,21,2,1,9,15,0,38,36,0,3,9,0,4,8,0,6,5,0,24,6,0,0,5,0,588,497,1
Oklahoma City-Miami,1975633.743,76,1846,5,16,620,3,272,2090,187,18,154,0,22,475,0,26,210,1,117,542,3,13,302,0,54,544,0,21,117,0,9,92,0,38,195,1,3,55,0,4,122,1,6,57,0,24,61,0,0,39,0,588,6138,196
Oklahoma City-Oakland,2219966.496,76,238,0,16,49,0,272,588,6,18,75,0,22,115,0,26,108,0,117,189,2,13,89,0,54,63,0,21,18,0,9,30,0,38,123,0,3,20,0,4,33,0,6,7,0,24,22,0,0,4,0,588,1421,7
Oklahoma City-Minneapolis,1118208.98,76,407,1,16,64,0,272,60,2,18,51,1,22,117,0,26,57,1,117,98,0,13,61,0,54,135,0,21,29,0,9,32,0,38,55,0,3,14,0,4,37,0,6,13,0,24,36,0,0,5,0,588,961,4
Oklahoma City-Tulsa,157344.2462,76,102,4,16,14,2,272,37,1,18,4,0,22,14,0,26,8,1,117,38,6,13,6,1,54,9,0,21,8,2,9,6,0,38,3,1,3,7,0,4,1,0,6,3,0,24,6,1,0,1,0,588,221,17
Oklahoma City-Wichita,247801.8456,76,237,1,16,22,0,272,107,4,18,14,0,22,9,0,26,9,0,117,41,1,13,14,0,54,22,0,21,3,0,9,15,1,38,5,0,3,4,0,4,4,0,6,2,0,24,3,0,0,1,0,588,453,5
Oklahoma City-New Orleans,928628.9463,76,1602,4,16,280,1,272,633,88,18,300,0,22,204,1,26,199,0,117,271,3,13,104,0,54,347,0,21,408,1,9,76,0,38,59,0,3,60,0,4,83,0,6,15,0,24,61,0,0,18,0,588,3777,96
Oklahoma City-Arlington,306430.4203,76,126,0,16,55,0,272,148,0,18,21,0,22,47,0,26,38,0,117,46,0,13,27,1,54,92,0,21,8,0,9,7,0,38,81,1,3,12,0,4,17,0,6,4,0,24,19,0,0,13,0,588,562,1
Oklahoma City-Cleveland,1147889.177,76,654,1,16,169,0,272,854,115,18,61,0,22,265,1,26,272,1,117,479,2,13,89,0,54,255,1,21,13,0,9,91,0,38,44,0,3,84,0,4,39,0,6,46,0,24,33,0,0,94,0,588,2871,117
Oklahoma City-Bakersfield,1946763.314,76,35,0,16,6,0,272,4,0,18,17,0,22,9,0,26,2,0,117,17,0,13,10,0,54,10,0,21,4,0,9,3,0,38,3,0,3,4,0,4,2,0,6,0,0,24,5,0,0,0,0,588,101,0
Oklahoma City-Tampa,1650635.523,76,124,0,16,39,0,272,678,4,18,30,0,22,134,0,26,57,0,117,96,0,13,33,0,54,383,0,21,24,0,9,18,0,38,76,0,3,10,0,4,9,0,6,9,0,24,18,0,0,5,0,588,1453,4
Oklahoma City-Aurora,1062166.998,76,528,1,16,241,0,272,47,0,18,129,0,22,67,0,26,57,0,117,217,4,13,155,0,54,78,2,21,19,0,9,25,0,38,33,0,3,42,0,4,33,0,6,30,0,24,16,0,0,5,0,588,1337,5
Oklahoma City-Anaheim,1873403.902,76,45,0,16,11,0,272,152,7,18,4,0,22,9,1,26,1,0,117,12,1,13,18,0,54,6,0,21,6,0,9,5,0,38,1,0,3,2,0,4,6,0,6,5,0,24,11,0,0,0,0,588,251,8
Oklahoma City-Santa Ana,1871161.113,76,25,0,16,25,0,272,4,0,18,13,0,22,9,0,26,11,0,117,22,0,13,4,0,54,6,0,21,29,0,9,2,0,38,2,0,3,2,0,4,6,0,6,4,0,24,3,0,0,0,0,588,123,0
Oklahoma City-Corpus Christi,853559.6147,76,127,0,16,18,0,272,20,0,18,13,0,22,17,0,26,15,0,117,59,0,13,13,0,54,29,0,21,12,0,9,6,0,38,13,1,3,121,0,4,4,0,6,0,0,24,38,1,0,30,0,588,362,1
Oklahoma City-Riverside,1823870.673,76,712,1,16,932,0,272,1203,0,18,196,0,22,181,0,26,279,0,117,133,0,13,46,0,54,69,0,21,101,0,9,27,0,38,72,0,3,128,0,4,27,0,6,59,0,24,33,0,0,112,0,588,3681,1
Oklahoma City-St Louis,738807.6118,76,499,0,16,109,0,272,760,4,18,58,1,22,182,3,26,153,0,117,412,3,13,68,1,54,179,0,21,38,1,9,60,0,38,65,0,3,44,0,4,19,0,6,10,0,24,52,1,0,0,0,588,2223,9
Oklahoma City-Lexington,1194307.574,76,178,2,16,81,0,272,52,3,18,8,0,22,38,0,26,17,0,117,26,0,13,9,0,54,54,0,21,13,1,9,5,0,38,32,0,3,11,0,4,0,0,6,4,0,24,10,0,0,7,0,588,460,4
Oklahoma City-Stockton,2133729.372,76,197,0,16,105,0,272,114,3,18,32,0,22,136,0,26,115,0,117,53,0,13,23,0,54,30,0,21,7,0,9,30,0,38,17,0,3,102,0,4,7,0,6,26,0,24,6,0,0,140,0,588,907,3
Oklahoma City-Pittsburgh,1631056.429,76,439,2,16,63,0,272,709,5,18,84,0,22,228,0,26,78,0,117,110,0,13,130,1,54,194,2,21,9,0,9,84,0,38,44,2,3,47,1,4,27,0,6,15,0,24,34,1,0,29,0,588,1876,9
Oklahoma City-Saint Paul,1120569.669,76,51,0,16,31,0,272,6,0,18,3,0,22,6,0,26,8,0,117,3,0,13,3,0,54,9,0,21,1,0,9,0,0,38,4,0,3,0,0,4,1,0,6,0,0,24,31,0,0,4,0,588,120,0
Oklahoma City-Cincinnati,1219461.624,76,235,2,16,46,0,272,770,3,18,34,0,22,49,0,26,33,0,117,78,0,13,52,1,54,100,0,21,9,0,9,33,0,38,9,0,3,19,0,4,30,1,6,10,0,24,22,1,0,3,0,588,1330,6
Oklahoma City-Henderson,1576985.855,76,819,0,16,461,0,272,3133,1,18,125,0,22,487,1,26,238,0,117,133,2,13,106,0,54,107,0,21,15,1,9,87,0,38,55,0,3,124,0,4,84,0,6,36,0,24,35,0,0,133,0,588,5780,4
Oklahoma City-Greensboro,1600098.769,76,12,1,16,3,0,272,12,0,18,4,0,22,8,0,26,13,0,117,22,0,13,8,0,54,27,0,21,0,0,9,0,0,38,0,0,3,2,0,4,0,0,6,0,0,24,4,0,0,0,0,588,78,1
Oklahoma City-Plano,282670.1185,76,5,0,16,10,0,272,10,0,18,4,0,22,2,0,26,8,0,117,5,0,13,8,0,54,5,0,21,3,0,9,4,0,38,1,0,3,0,0,4,1,0,6,0,0,24,7,0,0,0,0,588,51,0
Oklahoma City-Newark,2200251.572,76,230,1,16,121,0,272,69,0,18,34,0,22,178,0,26,90,0,117,132,0,13,47,0,54,131,1,21,32,1,9,44,0,38,59,0,3,91,0,4,20,0,6,50,0,24,21,0,0,162,0,588,1101,2
Oklahoma City-Toledo,1394786.283,76,122,0,16,50,0,272,71,0,18,24,0,22,42,0,26,15,0,117,20,0,13,13,0,54,109,0,21,2,0,9,5,0,38,16,0,3,7,0,4,2,0,6,3,0,24,20,0,0,1,0,588,409,0
Oklahoma City-Lincoln,2136654.432,76,2093,5,16,538,1,272,840,2,18,128,0,22,280,0,26,353,2,117,253,3,13,214,1,54,912,2,21,39,0,9,79,1,38,207,1,3,408,0,4,363,1,6,54,0,24,246,1,0,228,0,588,5632,16
Oklahoma City-Orlando,1704455.24,76,1079,0,16,273,1,272,755,82,18,80,0,22,173,0,26,99,0,117,249,0,13,93,0,54,191,0,21,27,0,9,39,0,38,63,0,3,41,0,4,134,0,6,23,0,24,58,0,0,12,0,588,2731,83
Oklahoma City-Chula Vista,1828809.664,76,3,0,16,1,0,272,17,0,18,2,0,22,4,0,26,1,0,117,2,0,13,0,0,54,0,0,21,0,0,9,0,0,38,0,0,3,2,0,4,0,0,6,0,0,24,0,0,0,0,0,588,26,0
Oklahoma City-Jersey City,2127928.312,76,33,0,16,10,0,272,8,0,18,1,0,22,11,0,26,10,0,117,12,0,13,5,0,54,27,0,21,9,0,9,3,0,38,2,0,3,2,0,4,0,0,6,2,0,24,12,0,0,0,0,588,103,0
Oklahoma City-Chandler,1336509.288,76,939,0,16,121,0,272,486,35,18,32,0,22,138,0,26,64,0,117,114,0,13,77,0,54,36,0,21,2,0,9,16,0,38,76,0,3,41,0,4,53,0,6,9,0,24,9,0,0,24,0,588,1916,35
Oklahoma City-Fort Wayne,1247322.99,76,10,0,16,1,0,272,5,0,18,1,0,22,5,0,26,3,0,117,2,0,13,1,0,54,8,0,21,1,0,9,2,0,38,2,0,3,2,0,4,1,0,6,0,0,24,3,0,0,0,0,588,31,0
Oklahoma City-Buffalo,1802474.872,76,839,2,16,598,1,272,470,4,18,160,0,22,90,0,26,74,0,117,79,1,13,94,0,54,77,0,21,36,0,9,37,0,38,43,0,3,45,0,4,82,0,6,26,0,24,24,0,0,12,0,588,2291,6
Oklahoma City-Durham,1680879.245,76,998,1,16,657,0,272,2450,2,18,279,1,22,495,1,26,613,1,117,562,1,13,182,1,54,111,1,21,64,0,9,303,0,38,150,0,3,1062,0,4,39,0,6,193,0,24,257,2,0,474,0,588,7390,6
Oklahoma City-St Petersburg,1647060.214,76,1122,1,16,242,0,272,1014,0,18,106,0,22,309,0,26,85,0,117,140,0,13,81,0,54,418,0,21,19,0,9,21,0,38,597,0,3,56,0,4,43,0,6,10,0,24,72,0,0,35,0,588,3462,1
Oklahoma City-Irvine,1865924.611,76,918,1,16,153,0,272,467,1,18,59,0,22,98,0,26,111,0,117,159,0,13,107,0,54,86,0,21,21,0,9,46,0,38,43,0,3,72,0,4,86,0,6,4,0,24,25,0,0,169,0,588,2051,1
Oklahoma City-Laredo,902925.5321,76,14,0,16,6,0,272,5,0,18,4,0,22,0,0,26,20,0,117,32,1,13,2,0,54,18,0,21,1,0,9,0,0,38,5,0,3,1,0,4,0,0,6,0,0,24,1,0,0,0,0,588,86,1
Oklahoma City-Lubbock,450047.8788,76,110,0,16,13,0,272,4,0,18,6,0,22,4,0,26,7,0,117,41,0,13,11,0,54,9,0,21,3,0,9,7,0,38,3,0,3,3,0,4,17,0,6,0,0,24,0,0,0,10,0,588,196,0
Oklahoma City-Madison,984141.9447,76,892,3,16,183,0,272,795,31,18,53,0,22,149,0,26,107,0,117,134,0,13,205,0,54,231,0,21,15,0,9,61,0,38,55,1,3,55,0,4,65,0,6,146,1,24,52,0,0,19,0,588,2456,33
Oklahoma City-Gilbert,1330521.211,76,1948,0,16,401,0,272,804,11,18,150,0,22,281,0,26,231,0,117,191,0,13,164,0,54,143,0,21,35,0,9,106,0,38,148,0,3,471,0,4,109,0,6,24,0,24,128,0,0,193,0,588,4416,11
Oklahoma City-Norfolk,1910405.935,76,1608,1,16,1482,1,272,385,0,18,780,0,22,488,0,26,593,1,117,465,0,13,185,0,54,126,0,21,98,0,9,295,0,38,182,0,3,461,0,4,126,0,6,160,0,24,90,0,0,413,0,588,6146,2
Oklahoma City-Reno,2014851.244,76,198,1,16,48,0,272,29,0,18,9,0,22,25,0,26,22,0,117,30,2,13,19,0,54,68,1,21,7,1,9,4,0,38,16,1,3,4,0,4,8,0,6,8,0,24,3,0,0,2,0,588,406,5
Oklahoma City-Winston Salem,1559317.999,76,19,0,16,4,0,272,10,0,18,0,0,22,4,0,26,5,0,117,5,0,13,1,0,54,9,0,21,0,0,9,4,0,38,0,0,3,2,0,4,0,0,6,0,0,24,3,0,0,0,0,588,49,0
Oklahoma City-Glendale,1897839.73,76,35,0,16,20,0,272,42,0,18,2,0,22,14,0,26,7,0,117,20,0,13,10,0,54,6,0,21,4,0,9,3,0,38,1,0,3,5,0,4,8,0,6,2,0,24,2,0,0,1,0,588,130,0
Oklahoma City-Hialeah,1962287.064,76,4,0,16,3,0,272,1,0,18,0,0,22,0,0,26,2,0,117,5,0,13,0,0,54,5,0,21,0,0,9,0,0,38,1,0,3,0,0,4,0,0,6,0,0,24,2,0,0,0,0,588,17,0
Oklahoma City-Garland,295665.8403,76,918,0,16,181,0,272,74,0,18,20,0,22,34,0,26,36,0,117,52,1,13,47,0,54,28,0,21,1,0,9,16,0,38,20,1,3,11,0,4,104,0,6,3,0,24,31,1,0,26,0,588,1299,2
Oklahoma City-Scottsdale,1339122.975,76,25,0,16,17,0,272,18,0,18,8,0,22,3,0,26,3,0,117,13,0,13,9,0,54,14,0,21,0,0,9,6,0,38,2,0,3,0,0,4,3,0,6,1,0,24,1,0,0,1,0,588,92,0
Oklahoma City-Irving,299981.4491,76,807,1,16,99,0,272,220,59,18,18,0,22,109,0,26,43,0,117,102,1,13,60,0,54,103,0,21,4,0,9,28,0,38,34,0,3,59,0,4,51,0,6,4,0,24,160,0,0,31,0,588,1552,60
Oklahoma City-Chesapeake,1910563.656,76,31,1,16,22,0,272,13,5,18,44,0,22,29,1,26,3,0,117,3,0,13,4,0,54,20,0,21,6,0,9,2,0,38,5,0,3,2,0,4,3,0,6,3,0,24,5,0,0,0,0,588,142,7
Oklahoma City-North Las Vegas,1588393.929,76,1,0,16,2,0,272,0,0,18,1,0,22,1,0,26,1,0,117,0,0,13,0,0,54,1,0,21,1,0,9,0,0,38,0,0,3,0,0,4,0,0,6,0,0,24,0,0,0,0,0,588,5,0
Oklahoma City-Fremont,2195640.012,76,22,0,16,24,0,272,32,0,18,3,0,22,20,0,26,10,0,117,10,0,13,14,0,54,6,0,21,1,0,9,0,0,38,2,0,3,2,0,4,1,0,6,0,0,24,1,0,0,0,0,588,112,0
Oklahoma City-Baton Rouge,815464.8474,76,53,2,16,7,0,272,11,1,18,7,0,22,4,0,26,14,0,117,24,0,13,3,0,54,24,0,21,32,0,9,3,0,38,2,0,3,5,0,4,3,0,6,2,0,24,2,0,0,1,0,588,160,2
Oklahoma City-Richmond,2226522.059,76,1030,1,16,588,1,272,576,3,18,182,0,22,339,0,26,455,0,117,258,2,13,145,0,54,199,1,21,27,0,9,169,0,38,78,0,3,334,0,4,54,0,6,56,0,24,69,0,0,430,0,588,3857,6
Oklahoma City-Boise,1837710.452,76,28,1,16,10,0,272,24,1,18,6,0,22,12,0,26,8,0,117,16,0,13,7,0,54,11,0,21,5,0,9,0,0,38,5,0,3,3,0,4,5,0,6,2,0,24,1,0,0,0,0,588,103,1
Oklahoma City-San Bernardino,1811028.446,76,26,0,16,13,0,272,1,0,18,8,0,22,18,0,26,11,0,117,95,1,13,19,0,54,118,1,21,18,0,9,5,0,38,32,0,3,2,0,4,4,0,6,3,0,24,52,0,0,1,0,588,286,2
Oklahoma City-Spokane,2131805.069,76,55,0,16,5,0,272,10,0,18,10,0,22,2,0,26,29,0,117,14,0,13,5,0,54,6,0,21,2,0,9,1,0,38,5,0,3,2,0,4,9,0,6,0,0,24,4,0,0,1,0,588,127,4
Oklahoma City-Birmingham,1006027.448,76,79,0,16,7,0,272,9,0,18,1,0,22,17,0,26,39,0,117,49,0,13,5,0,54,46,0,21,2,0,9,10,0,38,7,0,3,2,0,4,1,0,6,2,0,24,10,0,0,6,0,588,211,1
Las Vegas-Baltimore,3384200.12,2046,1095,19,630,131,1,1254,748,29,107,43,0,626,152,4,262,213,3,350,451,8,718,154,2,418,193,5,39,46,4,65,119,1,87,78,1,42,57,3,207,46,0,675,36,3,55,32,0,65,25,0,5647,2903,69
Las Vegas-Louisville,2604181.46,2046,128,9,630,26,0,1254,183,10,107,16,1,626,26,1,262,23,1,350,28,2,718,17,0,418,53,1,39,6,0,65,17,0,87,5,2,42,13,0,207,8,0,675,7,2,55,18,0,65,2,0,5647,443,21
Las Vegas-Milwaukee,2445039.713,2046,170,4,630,38,1,1254,279,6,107,21,0,626,63,1,262,35,1,350,75,2,718,26,1,418,139,5,39,5,0,65,9,0,87,11,0,42,16,0,207,5,0,675,3,2,55,27,0,65,2,0,5647,762,21
Las Vegas-Albuquerque,781317.6922,2046,169,3,630,42,3,1254,39,1,107,28,1,626,22,3,262,18,0,350,44,2,718,26,2,418,37,1,39,15,2,65,12,0,87,12,0,42,3,0,207,8,1,675,7,3,55,6,0,65,2,0,5647,377,16
Las Vegas-Tucson,586094.3894,2046,95,2,630,37,2,1254,119,1,107,19,2,626,15,0,262,42,0,350,180,1,718,44,0,418,140,2,39,4,1,65,13,1,87,21,0,42,9,0,207,8,0,675,2,0,55,21,0,65,0,0,5647,571,10
Las Vegas-Fresno,419682.7442,2046,32,1,630,15,2,1254,8,1,107,21,0,626,14,3,262,17,1,350,20,0,718,5,0,418,6,0,39,15,0,65,4,0,87,7,1,42,3,0,207,2,0,675,0,0,55,3,0,65,1,0,5647,120,8
Las Vegas-Sacramento,622756.7559,2046,129,4,630,51,3,1254,185,18,107,71,2,626,103,7,262,59,1,350,95,1,718,31,0,418,105,3,39,42,1,65,20,0,87,24,2,42,11,0,207,10,0,675,8,5,55,15,0,65,4,0,5647,711,36
Las Vegas-Kansas City,1833458.908,2046,271,7,630,52,1,1254,855,20,107,18,0,626,89,3,262,50,0,350,81,1,718,30,1,418,80,4,39,4,0,65,17,0,87,17,0,42,14,1,207,7,0,675,8,0,55,25,0,65,1,0,5647,1469,33
Las Vegas-Long Beach,385933.6595,2046,132,6,630,95,2,1254,41,2,107,22,1,626,30,4,262,16,0,350,28,2,718,27,1,418,21,1,39,17,0,65,9,0,87,13,0,42,3,0,207,7,0,675,4,0,55,5,1,65,1,0,5647,354,13
Las Vegas-Mesa,430650.7995,2046,49,2,630,56,4,1254,18,2,107,31,2,626,9,1,262,6,0,350,10,0,718,18,0,418,23,1,39,7,0,65,2,0,87,7,0,42,2,0,207,5,2,675,3,0,55,5,0,65,0,0,5647,199,12
Las Vegas-Atlanta,2806764.788,2046,960,23,630,191,6,1254,1354,41,107,92,0,626,340,15,262,248,4,350,293,5,718,187,3,418,253,9,39,46,1,65,184,0,87,86,4,42,83,1,207,79,3,675,51,7,55,71,0,65,17,0,5647,3613,98
Las Vegas-Colorado Springs,957646.619,2046,22,1,630,6,0,1254,20,0,107,8,1,626,7,1,262,12,1,350,50,0,718,13,0,418,51,1,39,21,0,65,14,0,87,13,1,42,5,0,207,1,0,675,3,0,55,17,0,65,0,0,5647,191,5
Las Vegas-Virginia Beach,3479814.515,2046,25,0,630,4,0,1254,9,0,107,2,0,626,2,0,262,0,0,350,8,0,718,0,0,418,16,0,39,7,0,65,0,0,87,4,0,42,0,0,207,3,0,675,0,0,55,1,0,65,0,0,5647,64,0
Las Vegas-Raleigh,3268964.213,2046,275,2,630,143,1,1254,171,0,107,25,0,626,55,0,262,55,0,350,42,0,718,30,1,418,52,2,39,7,0,65,10,0,87,15,0,42,43,0,207,7,0,675,8,1,55,14,0,65,6,0,5647,750,5
Las Vegas-Omaha,1751953.905,2046,162,3,630,43,0,1254,40,8,107,17,0,626,173,2,262,21,0,350,34,1,718,21,0,418,45,0,39,2,0,65,15,0,87,36,1,42,9,0,207,8,0,675,5,2,55,6,0,65,5,0,5647,497,12
Las Vegas-Miami,3509000.056,2046,1846,67,630,620,37,1254,2090,73,107,154,1,626,475,34,262,210,3,350,542,19,718,302,17,418,544,9,39,117,1,65,92,0,87,195,3,42,55,0,207,122,12,675,57,13,55,61,1,65,39,0,5647,6138,229
Las Vegas-Oakland,659492.4253,2046,238,7,630,49,0,1254,588,24,107,75,0,626,115,1,262,108,5,350,189,3,718,89,1,418,63,1,39,18,1,65,30,0,87,123,0,42,20,2,207,33,0,675,7,2,55,22,0,65,4,0,5647,1421,37
Las Vegas-Minneapolis,2084023.591,2046,407,6,630,64,6,1254,60,7,107,51,0,626,117,8,262,57,0,350,98,0,718,61,1,418,135,0,39,29,0,65,32,1,87,55,0,42,14,0,207,37,0,675,13,0,55,36,0,65,5,0,5647,961,24
Las Vegas-Tulsa,1718017.03,2046,102,3,630,14,1,1254,37,1,107,4,0,626,14,0,262,8,0,350,38,0,718,6,0,418,9,0,39,8,0,65,6,0,87,3,0,42,7,0,207,1,0,675,3,0,55,6,0,65,1,0,5647,221,5
Las Vegas-Wichita,1590856.664,2046,237,7,630,22,1,1254,107,2,107,14,0,626,9,0,262,9,0,350,41,0,718,14,0,418,22,1,39,3,0,65,15,0,87,5,0,42,4,0,207,4,0,675,2,0,55,3,0,65,1,0,5647,453,9
Las Vegas-New Orleans,2431180.911,2046,1602,37,630,280,12,1254,633,36,107,300,1,626,204,2,262,199,6,350,271,10,718,104,4,418,347,2,39,408,5,65,76,0,87,59,1,42,60,1,207,83,1,675,15,2,55,61,0,65,18,0,5647,3777,96
Las Vegas-Arlington,1696042.047,2046,126,5,630,55,4,1254,148,3,107,21,0,626,47,1,262,38,0,350,46,0,718,27,1,418,92,5,39,8,0,65,7,0,87,81,1,42,12,0,207,17,0,675,4,3,55,19,0,65,13,0,5647,562,15
Las Vegas-Cleveland,2728250.807,2046,654,19,630,169,4,1254,854,27,107,61,0,626,265,8,262,272,1,350,479,8,718,89,6,418,255,14,39,13,0,65,91,2,87,44,0,42,84,2,207,39,1,675,46,2,55,33,0,65,94,0,5647,2871,78
Las Vegas-Bakersfield,361359.4548,2046,35,2,630,6,1,1254,4,0,107,17,1,626,9,2,262,2,0,350,17,0,718,10,0,418,10,0,39,4,1,65,3,0,87,3,0,42,4,0,207,2,0,675,0,0,55,5,0,65,0,0,5647,101,4
Las Vegas-Tampa,3199128.135,2046,124,1,630,39,1,1254,678,32,107,30,0,626,134,11,262,57,1,350,96,2,718,33,1,418,383,20,39,24,1,65,18,0,87,76,1,42,10,0,207,9,0,675,9,4,55,18,0,65,5,0,5647,1453,65
Las Vegas-Aurora,2392490.957,2046,528,8,630,241,5,1254,47,0,107,129,0,626,67,0,262,57,0,350,217,3,718,155,2,418,78,0,39,19,0,65,25,0,87,33,0,42,42,0,207,33,0,675,30,0,55,16,0,65,5,0,5647,1337,15
Las Vegas-Anaheim,362671.5741,2046,45,4,630,11,2,1254,152,10,107,4,0,626,9,0,262,1,0,350,12,0,718,18,0,418,6,0,39,6,0,65,5,0,87,1,0,42,2,0,207,6,0,675,5,3,55,11,0,65,0,0,5647,251,14
Las Vegas-Santa Ana,367088.1885,2046,25,0,630,25,0,1254,4,1,107,13,1,626,9,3,262,11,0,350,22,0,718,4,1,418,6,0,39,29,1,65,2,0,87,2,1,42,2,0,207,6,0,675,4,1,55,3,0,65,0,0,5647,123,5
Las Vegas-Corpus Christi,1912470.897,2046,127,0,630,18,0,1254,20,0,107,13,0,626,17,0,262,15,0,350,59,0,718,13,0,418,29,0,39,12,0,65,6,0,87,13,0,42,121,0,207,4,0,675,0,0,55,38,0,65,30,0,5647,362,0
Las Vegas-Riverside,321153.4116,2046,712,9,630,932,6,1254,1203,7,107,196,0,626,181,9,262,279,3,350,133,2,718,46,0,418,69,4,39,101,1,65,27,0,87,72,0,42,128,1,207,27,0,675,59,1,55,33,0,65,112,1,5647,3681,35
Las Vegas-St Louis,2215607.639,2046,499,19,630,109,4,1254,760,31,107,58,0,626,182,5,262,153,2,350,412,5,718,68,1,418,179,8,39,38,0,65,60,1,87,65,1,42,44,0,207,19,2,675,10,3,55,52,1,65,0,0,5647,2223,64
Las Vegas-Lexington,2715560.248,2046,178,2,630,81,2,1254,52,1,107,8,0,626,38,1,262,17,0,350,26,0,718,9,1,418,54,2,39,13,0,65,5,0,87,32,0,42,11,0,207,0,0,675,4,0,55,10,0,65,7,0,5647,460,9
Las Vegas-Stockton,581352.1627,2046,197,2,630,105,1,1254,114,2,107,32,0,626,136,1,262,115,1,350,53,0,718,23,0,418,30,0,39,7,0,65,30,0,87,17,0,42,102,0,207,7,0,675,26,0,55,6,0,65,140,0,5647,907,6
Las Vegas-Pittsburgh,3085873.87,2046,439,13,630,63,1,1254,709,25,107,84,1,626,228,2,262,78,1,350,110,4,718,130,0,418,194,3,39,9,0,65,84,0,87,44,1,42,47,0,207,27,0,675,15,2,55,34,1,65,29,1,5647,1876,47
Las Vegas-Saint Paul,2096029.468,2046,51,1,630,31,0,1254,6,0,107,3,0,626,6,1,262,8,0,350,3,0,718,3,0,418,9,0,39,1,0,65,0,0,87,4,0,42,0,0,207,1,0,675,0,0,55,31,0,65,4,0,5647,120,1
Las Vegas-Cincinnati,2706714.859,2046,235,10,630,46,1,1254,770,27,107,34,0,626,49,1,262,33,0,350,78,4,718,52,1,418,100,3,39,9,0,65,33,0,87,9,0,42,19,0,207,30,0,675,10,3,55,22,2,65,3,0,5647,1330,41
Las Vegas-Henderson,20321.98638,2046,819,15,630,461,8,1254,3133,16,107,125,0,626,487,4,262,238,3,350,133,4,718,106,2,418,107,7,39,15,0,65,87,0,87,55,0,42,124,0,207,84,1,675,36,3,55,35,0,65,133,0,5647,5780,45
Las Vegas-Greensboro,3160589.364,2046,12,0,630,3,0,1254,12,1,107,4,0,626,8,1,262,13,1,350,22,0,718,8,1,418,27,1,39,0,0,65,0,0,87,0,0,42,2,0,207,0,0,675,0,0,55,4,0,65,0,0,5647,78,3
Las Vegas-Plano,1723043.911,2046,5,0,630,10,0,1254,10,1,107,4,0,626,2,0,262,8,0,350,5,1,718,8,0,418,5,0,39,3,0,65,4,1,87,1,0,42,0,0,207,1,0,675,0,0,55,7,0,65,0,0,5647,51,2
Las Vegas-Newark,632876.3366,2046,230,6,630,121,2,1254,69,1,107,34,0,626,178,0,262,90,0,350,132,4,718,47,1,418,131,0,39,32,0,65,44,0,87,59,0,42,91,2,207,20,1,675,50,1,55,21,0,65,162,0,5647,1101,13
Las Vegas-Toledo,2786557.948,2046,122,2,630,50,1,1254,71,2,107,24,0,626,42,0,262,15,0,350,20,0,718,13,0,418,109,0,39,2,0,65,5,0,87,16,0,42,7,0,207,2,0,675,3,1,55,20,0,65,1,0,5647,409,5
Las Vegas-Lincoln,621768.4762,2046,2093,23,630,538,5,1254,840,3,107,128,2,626,280,2,262,353,2,350,253,3,718,214,4,418,912,20,39,39,1,65,79,0,87,207,0,42,408,0,207,363,2,675,54,1,55,246,1,65,228,0,5647,5632,53
Las Vegas-Orlando,3268417.424,2046,1079,19,630,273,18,1254,755,19,107,80,1,626,173,13,262,99,5,350,249,4,718,93,4,418,191,1,39,27,1,65,39,1,87,63,1,42,41,0,207,134,4,675,23,7,55,58,0,65,12,0,5647,2731,68
